VendorID,lpep_pickup_datetime,Lpep_dropoff_datetime,Store_and_fwd_flag,RateCodeID,Pickup_longitude,Pickup_latitude,Dropoff_longitude,Dropoff_latitude,Passenger_count,Trip_distance,Fare_amount,Extra,MTA_tax,Tip_amount,Tolls_amount,Ehail_fee,Total_amount,Payment_type,Trip_type
2,2020-03-01 00:15:42,2020-03-01 00:44:36,N,1,181,107,1,4.87,21,0.5,0.5,0,0,,0.3,25.05,2,1,2.75
2,2020-03-01 00:36:18,2020-03-01 00:41:03,N,1,41,166,1,.69,5,0.5,0.5,0,0,,0.3,6.3,2,1,0
1,2020-03-01 00:22:14,2020-03-01 00:32:57,N,1,129,7,1,1.80,9,0.5,0.5,0,0,,0.3,10.3,2,1,0
2,2020-04-01 00:44:02,2020-04-01 00:52:23,N,1,42,41,1,1.68,8,0.5,0.5,0,0,,0.3,9.3,1,1,0
2,2020-04-01 00:24:39,2020-04-01 00:33:06,N,1,244,247,2,1.94,9,0.5,0.5,0,0,,0.3,10.3,2,1,0
2,2020-04-01 00:45:06,2020-04-01 00:51:13,N,1,244,243,3,1.00,6.5,0.5,0.5,0,0,,0.3,7.8,2,1,0
2,2020-04-01 00:45:06,2020-04-01 01:04:39,N,1,244,243,2,2.81,12,0.5,0.5,0,0,,0.3,13.3,2,1,0
2,2020-05-01 00:27:48,2020-05-01 00:32:47,N,1,74,42,1,1.50,6.5,0.5,0.5,0,0,,0.3,7.8,1,1,0
2,2020-05-01 00:39:13,2020-05-01 00:44:00,N,1,244,116,2,.92,6,0.5,0.5,0,0,,0.3,7.3,2,1,0
2,2020-05-01 00:08:32,2020-05-01 00:14:04,N,1,75,41,1,1.55,7,0.5,0.5,0,0,,0.3,8.3,1,1,0
2,2020-05-01 00:48:54,2020-05-01 00:53:26,N,1,159,42,1,1.64,6.5,0.5,0.5,0,0,,0.3,7.8,2,1,0
1,2020-06-01 00:22:07,2020-06-01 00:39:03,N,1,255,14,1,.00,28.2,0,0.5,0,0,,0.3,29,1,1,0
2,2020-06-01 00:09:05,2020-06-01 00:22:46,N,1,166,141,1,3.43,13,0.5,0.5,3.41,0,,0.3,20.46,1,1,2.75
2,2020-06-01 00:20:05,2020-06-01 00:23:33,N,1,75,42,1,1.03,5,0.5,0.5,0,0,,0.3,6.3,2,1,0
2,2020-06-01 00:30:50,2020-06-01 00:37:49,N,1,74,42,1,1.22,7,0.5,0.5,0,0,,0.3,8.3,2,1,0
2,2020-07-01 00:05:18,2020-07-01 00:22:07,N,1,134,35,2,6.38,20.5,0.5,0.5,0,0,,0.3,21.8,2,1,0
2,2020-07-01 00:47:06,2020-07-01 00:52:13,N,1,41,42,1,1.06,6,0.5,0.5,1.46,0,,0.3,8.76,1,1,0
2,2020-07-01 00:24:59,2020-07-01 00:35:18,N,1,42,159,1,2.10,9,0.5,0.5,0,0,,0.3,10.3,2,1,0
2,2020-07-01 00:55:12,2020-07-01 00:58:45,N,1,116,116,1,.70,5,0.5,0.5,0,0,,0.3,6.3,2,1,0
2,2020-08-01 00:09:14,2020-08-01 00:17:56,N,1,95,130,1,2.25,9.5,0.5,0.5,2,0,,0.3,12.8,1,1,0
2,2020-07-31 23:59:45,2020-08-01 00:12:19,N,1,260,82,1,1.64,9,0.5,0.5,0,0,,0.3,10.3,2,1,0
1,2020-08-01 00:11:51,2020-08-01 00:18:18,N,1,106,106,2,1.30,7,0.5,0.5,0,0,,0.3,8.3,3,1,0
2,2020-08-01 00:25:42,2020-08-01 00:29:24,N,1,134,134,2,.85,5,0.5,0.5,1,0,,0.3,7.3,1,1,0
2,2020-09-01 00:02:58,2020-09-01 00:15:45,N,1,95,92,1,4.49,15,0.5,0.5,0,0,,0.3,16.3,2,1,0
2,2020-09-01 00:27:46,2020-09-01 00:31:54,N,1,147,147,2,.41,4.5,0.5,0.5,0,0,,0.3,5.8,2,1,0
2,2020-09-01 00:59:29,2020-09-01 01:04:34,N,1,127,243,1,.76,5.5,0.5,0.5,0,0,,0.3,6.8,2,1,0
2,2020-09-01 00:05:32,2020-09-01 00:15:46,N,1,116,243,1,3.64,13,0.5,0.5,0,0,,0.3,14.3,2,1,0
2,2020-10-01 00:31:19,2020-10-01 00:34:55,N,1,7,7,1,.79,5,0.5,0.5,1.58,0,,0.3,7.88,1,1,0
2,2020-10-01 00:42:12,2020-10-01 00:43:51,N,1,179,7,1,.50,4,0.5,0.5,0,0,,0.3,5.3,2,1,0
2,2020-10-01 00:53:09,2020-10-01 00:55:39,N,1,179,223,1,.60,4,0.5,0.5,1.06,0,,0.3,6.36,1,1,0
1,2020-10-01 00:12:29,2020-10-01 00:20:08,N,1,134,216,2,4.40,13.5,0.5,0.5,0,0,,0.3,14.8,2,1,0
2,2020-11-01 00:08:23,2020-11-01 00:32:03,N,5,97,75,1,10.49,28.03,0,0,3.4,0,,0.3,34.48,1,1,2.75
2,2020-11-01 00:23:32,2020-11-01 00:32:10,N,1,41,127,1,4.52,14,0.5,0.5,1,0,,0.3,16.3,1,1,0
2,2020-11-01 00:43:14,2020-11-01 00:54:54,N,1,42,213,1,6.51,19.5,0.5,0.5,0,0,,0.3,20.8,1,1,0
2,2020-11-01 00:33:13,2020-11-01 00:47:23,N,1,78,212,1,1.95,11,0.5,0.5,0,0,,0.3,12.3,2,1,0
2,2020-12-01 00:29:37,2020-12-01 00:32:51,N,1,75,75,1,.59,4.5,0.5,0.5,1.16,0,,0.3,6.96,1,1,0
2,2020-12-01 00:41:46,2020-12-01 00:46:31,N,1,75,74,1,1.24,6,0.5,0.5,1.46,0,,0.3,8.76,1,1,0
2,2020-12-01 00:05:46,2020-12-01 00:10:48,N,1,244,243,2,1.19,6,0.5,0.5,1.46,0,,0.3,8.76,1,1,0
2,2020-11-30 23:59:17,2020-12-01 00:16:06,N,1,75,68,1,5.08,17,0.5,0.5,2,0,,0.3,23.05,1,1,2.75
